date,reviewer,text,stars,company
2021-04-14T17:16:38.000Z,Felix,"Sammelt persönliche Daten und liefert dann nicht das versprochene Ergebnis. Das angebliche Dashboard mit ""Infos was man sich leisten kann"" ist völlig unbrauchbar, die meisten eingegebenen Daten werden nicht zur Berechnung genutzt. Möchte man etwas an der Berechnung ändern, landet man in einem nicht verlassbaren Flow der verlangt den Preis einer gewünschten Immobilie anzugeben, obwohl vorher gewählt wurde, dass berechnet werden soll welche Immobiliengröße leistbar wäre. 0/10 absolut unhilfreich.Edit nach Antwort von Hypofriend: Inzwischen funktioniert das Dashboard zumindest in der Hinsicht, dass es Daten anzeigt - war dann wohl ein Serverausfall, auch jetzt bekomme ich immer wieder 500er Fehler. Das Dash enthält aber nicht mal einen Abzahlplan für die theoretische Berechnung, dafür irgendwelche Mondberechnungen wie sinnvoll doch ein Investment wäre. Was mich letztlich von der Firma am meisten fern hält: Nachdem man versucht hat mein Review von Trustpilot löschen zu lassen, suggeriert man nun es gäbe ""ein Missverständnis"": Nein gibt es nicht. Ihr solltet an eurer Plattform arbeiten und die eingegebenen Daten für das Profil nutzen, insbesondere wenn man dann weiter im Prozess zum Berechnen der optimalen Hypothek geht und WIEDER die gleichen Fragen beantwortet... Dann kriegt man am Ende gezeigt: Wir empfehlen dir Kredit xyz auf Basis von xx.xxx€ Anzahlung - obwohl man eine andere Summe als Anzahlung vorher angegeben hat (natürlich in beiden Prozessen). Leute, vllt macht das für euch alles Sinn, aber setzt mal bitte den Prakti davor und fragt den ob er mit eurem Dashboard gut klar kommt...",1,/hypofriend.de?languages=de
2021-03-21T16:15:01.000Z,Tom,"Auf meiner Reise durch den Berliner Eigentumswohnungs-Markt habe ich Angebote von Hypofriend und Interhyp verglichen. Nach dem ersten Meeting mit Nicole von Hypofriend, war mir klar, dass hier jemand sitzt der wirklich ein gutes Angebot machen will. Persönlich, individuell und unabhängig. Jeder der mich nach den erhaltenen Konditionen gefragt hat, war super überrascht, dass dies heute möglich ist. Mit den hilfreichen Ratschlägen und der Beantwortung jeder Detailfrage, sowie den Hypofriend Tools, bin ich mir sicher, dass auch das Risiko minimal ist. Danke nochmals!",5,/hypofriend.de?languages=de
2021-03-15T06:45:10.000Z,Syrine,Die Beratung durch Adrian war sehr professionell. Er hat uns schon vor der Suche begleitet und uns die unterschiedlichen Prozessschritte beim Kauf einer Immobilie deutlich erklärt. Dazu hat er uns immer wieder Blogbeiträge (auf Deutsch und Englisch) auf der Hypofriend -Seite empfohlen. Das hat uns enorm geholfen!Wir würden Hypofriend auf jeden Fall weiterempfehlen!,5,/hypofriend.de?languages=de
2021-03-12T14:42:33.000Z,stefan,"Wer eine Immobilie zum ersten Mal kaufen möchte ist hier bestens aufgehoben. Man braucht wenig bis gar kein Vorwissen beim Thema Finanzierung und muss sich auch nicht schämen, dies ganz zu Beginn des Gesprächs mit Hypofriend zu äußern. Die Gespräche mit meinem Berater Johannes waren auf Anhieb sehr vertraut, freundschaftlich und absolut auf Augenhöhe. Hier sitzt am anderen Ende des Videocalls kein unnahbarer Banker in Anzug und Krawatte, sondern ein Mensch wie du und ich. Apropos du - im Gespräch wird sich geduzt, was ich persönlich als sehr angenehm empfand. Ich habe mich über mehrere Wochen mit Johannes ausgetauscht, der mir auch scheinbar komplexe finanzielle Zusammenhänge sofort verständlich erklären konnte. Ich könnte hier noch viele weitere positive Aspekte schildern, aber das findet ganz schnell jeder selbst heraus. Absolute Empfehlung also für alle Menschen, die sich für Immobilienkauf interessieren und deren liebstes Kommunikationsmittel kein Faxgerät ist.",5,/hypofriend.de?languages=de
2021-02-17T15:21:57.000Z,Lars E.,"Hallo Hypofriend-Team,hallo Sven,wir haben uns von Anfang an sehr wohl gefühlt und waren zuversichtlich über dich Sven, eine Finanzierung für unseren Hauskauf zu bekommen, was nun auch funktioniert hat. Die Beratung, der Service, deine Erreichbarkeit und die Schnelligkeit deiner Antworten war sehr positiv. Wir bedanken uns dafür und wünschen dir und deinem Team weiterhin alles Gute und viel Erfolg.Marina und Lars Elsner",5,/hypofriend.de?languages=de
2021-02-16T15:47:04.000Z,veysi cakir,Die Zusammenarbeit war gelungen und stets kommunikativ.Immer wieder gerne!,5,/hypofriend.de?languages=de
2021-02-15T10:19:09.000Z,Lilian Rosenkranz,Super Service mit Hypofriend! Ich habe mich sehr gut an dir Hand genommen und beraten gefühlt. Der Prozess über die Plattform ist sehr einfach und durchdacht.,5,/hypofriend.de?languages=de
2021-01-17T14:02:23.000Z,Uta,Mit der Hilfe von Hypofriend haben wir die für uns passende Finanzierung für unsere Traumwohnung gefunden. Die Beratung war freundlich und kompetent. Das Portal ist gut zu bedienen und hat uns den Prozess enorm vereinfacht. Wir würden uns erneut für Hypofriend entscheiden.,5,/hypofriend.de?languages=de
2020-12-29T15:27:23.000Z,Anna Menzer,"Manuel und Hypofriend Team waren sehr hilfreich, ich bin super zufrieden. Schnelle Antworten, sehr gute Angeboten und ganz niedrige Zinsen.",5,/hypofriend.de?languages=de
2020-11-16T12:22:51.000Z,Marco Stahl,"Meine Erfahrung mit Hypofriend war sehr positiv. Nicole hat mich großartig zum Thema Finanzierung in Bezug auf mein Projekt in Deutschland beraten. Sie hat sichergestellt das alle relevanten Information klar waren und gab stets Einsicht über die nächsten Schritte. Dank Ihrer Erfahrung habe ich, nach meiner persönlichen Meinung, ein sehr gutes Angebot vom Kreditgeber erhalten. Ich kann wärmstens empfehlen sich von Hypofriend beraten zu lassen.",5,/hypofriend.de?languages=de
